word,level,transcription,russian
katmak,B1,катмак,"-ать; -еть"
kavuşmak,B1,кавушмак,"-ать; -еть"
kaynaklanmak,B1,кайнакланмак,"-ать; -еть"
kaytarmak,B1,кайтармак,"-ать; -еть"
kayıtsız,B1,кайытсыз,"безоговорочный; безусловный; посредственный"
kazanç,B1,казанч,"выгода; доход"
kaçınmak,B1,качынмак,"-ать; -еть"
kendini dışarı atmak,B1,кендини дышары атмак,"(нет перевода)"
keyfine varmak,B1,кейфине вармак,"(нет перевода)"
keyfini çıkarmak,B1,кейфини чыкармак,"(нет перевода)"
keyif,B1,кейиф,"веселье; радость; забава"
keçe,B1,кече,"фетр; войлок"
kibir,B1,кибир,"(нет перевода)"
kin,B1,кин,"злоба; неприязнь"
kiralık,B1,киралык,"(живое) существо; создание; что-то"
kişilik,B1,кишилик,"личность; индивидуальность; синоним"
kişisel,B1,кишисел,"личный; персональный"
kombi,B1,комби,"центральный"
komite,B1,комите,"комитет; комиссия"
konferans,B1,конферанс,"конференция; съезд"
konsantrasyon,B1,консантрасйон,"концентрация; обогащение"
konsantre olmak,B1,консантре олмак,"-ать; -еть"
konteynır,B1,контейныр,"(нет перевода)"
konum,B1,конум,"место; местонахождение; позиция"
koordinasyon,B1,координасйон,"согласование; координация"
korkunç,B1,коркунч,"страшный; ужасный; жуткий"
koza,B1,коза,"кокон; стручок; капсула"
kraliyet,B1,кралийет,"королевство; царство"
kramp,B1,крамп,"(нет перевода)"
kulübe,B1,кулюбе,"домик; лачуга; хижина"
kurmak,B1,курмак,"-ать; -еть"
kurtarmak,B1,куртармак,"-ать; -еть"
kurtulmak,B1,куртулмак,"-ать; -еть"
kurum,B1,курум,"институт; институция; гордость"
kuvars,B1,куварс,"кварц"
kuşak çatışması,B1,кушак чатышмасы,"(нет перевода)"
kuşkusuz,B1,кушкусуз,"несомненный"
kârlı çıkmak,B1,карлы чыкмак,"(нет перевода)"
köreltmek,B1,кёрелтмек,"(нет перевода)"
kötüleşmek,B1,кётюлешмек,"-ать; -еть"
kül,B1,кюл,"ясень; пепел; зола"
kıdemli,B1,кыдемли,"ВОЗ; кто"
kırılmak,B1,кырылмак,"-ать; -еть"
kısırlık,B1,кысырлык,"неплодородие; неплодородность"
lavabo,B1,лавабо,"раковина; рукомойник; туалет"
liderlik,B1,лидерлик,"лидерство; руководство"
lif,B1,лиф,"(нет перевода)"
lohusa,B1,лохуса,"альтернативный; альтернатива"
lüks,B1,люкс,"люкс; роскошь"
maaş,B1,мааш,"зарплата; жалование; заработная плата"
mandıracılık,B1,мандыраджылык,"(нет перевода)"
mangal,B1,мангал,"(нет перевода)"
mantık,B1,мантык,"речь; говор; логика"
mantık yürütmek,B1,мантык йюрютмек,"(нет перевода)"
masaya yatırmak,B1,масайа йатырмак,"(нет перевода)"
masrafsız,B1,масрафсыз,"(нет перевода)"
mecburiyet,B1,меджбурийет,"обязательство; долг"
mekanizma,B1,меканизма,"механизм"
memnuniyetsiz,B1,мемнунийетсиз,"(нет перевода)"
mesafe,B1,месафе,"расстояние; дистанция"
metabolizma,B1,метаболизма,"метаболизм; обмен веществ"
meteliksiz,B1,метеликсиз,"(нет перевода)"
metin,B1,метин,"СМС; сообщение; опечатка"
mevki,B1,мевки,"дом; жилище; ситуация"
meydana gelmek,B1,мейдана гелмек,"-ать; -еть"
miadı dolmak,B1,миады долмак,"(нет перевода)"
mimik,B1,мимик,"мимикрия; подражание"
mineral,B1,минерал,"минерал"
molekül,B1,молекюл,"молекула"
monte,B1,монте,"(нет перевода)"
motive etmek,B1,мотиве этмек,"(нет перевода)"
muhit,B1,мухит,"окружающая среда; экосистема; он"
muhtaç,B1,мухтач,"нуждающийся"
mâl olmak,B1,мал олмак,"(нет перевода)"
müessese,B1,мюессесе,"синоним"
mümkün,B1,мюмкюн,"возможный; вероятный"
müstakil,B1,мюстакил,"суверенный; превосходный"
nadiren,B1,надирен,"изредка; нечасто"
nakış,B1,накыш,"вышивка; вышивание; обман"
nalın,B1,налын,"родительный; родительный падеж; деревянный"
namak,B1,намак,"(нет перевода)"
nazar,B1,назар,"смотри; смотрите; пристальный взгляд"
nefret,B1,нефрет,"хейт; ненавидеть"
netleşmek,B1,нетлешмек,"(нет перевода)"
nezih,B1,незих,"добродетельный; моральный"
nimet,B1,нимет,"благословение; милость"
not etmek,B1,нот этмек,"-ать; -еть"
nüfus,B1,нюфус,"население; популяция"
obezite,B1,обезите,"(нет перевода)"
obur,B1,обур,"ненасытный; прожорливый; непомерный"
odaklanmak,B1,одакланмак,"-ать; -еть"
odun,B1,одун,"дрова; полено; дерево"
olgunlaşmak,B1,олгунлашмак,"-ать; -еть"
oran,B1,оран,"пропорция"
organizasyon,B1,организасйон,"организация; организованность"
ortalama,B1,орталама,"вербальный; словесный; средний"
ortam,B1,ортам,"настройка; установка; контекст"
ovmak,B1,овмак,"-ать; -еть"
oyun,B1,ойун,"игра; матч; пьеса"
paralel,B1,паралел,"параллельный; параллельно"
parlak,B1,парлак,"яркий; светлый; красивый"
patlamak,B1,патламак,"-ать; -еть"
paylaşmak,B1,пайлашмак,"-ать; -еть"
pazarlık,B1,пазарлык,"(нет перевода)"
performans,B1,перформанс,"выступление; перформанс"
peşinde koşmak,B1,пешинде кошмак,"(нет перевода)"
peştamal,B1,пештамал,"(нет перевода)"
pil,B1,пил,"аккумулятор; батарейка"
piyango,B1,пийанго,"(нет перевода)"
pişmanlık,B1,пишманлык,"(нет перевода)"
planlama,B1,планлама,"(нет перевода)"
platform,B1,платформ,"перрон; платформа"
platonik,B1,платоник,"(нет перевода)"
posa,B1,поса,"осадок; отложение"
potansiyel,B1,потансийел,"возможный; потенциальный"
prensip,B1,пренсип,"принцип"
püf noktası,B1,пюф ноктасы,"(нет перевода)"
pıhtı,B1,пыхты,"(нет перевода)"
pıhtılaşmak,B1,пыхтылашмак,"(нет перевода)"
radyasyon,B1,радйасйон,"излучение; радиация"
rahatlamak,B1,рахатламак,"-ать; -еть"
rakam,B1,ракам,"знакоместо; место; количество"
rastgele,B1,растгеле,"рандомный; случайный; на"
rastlantı,B1,растланты,"совпадение"
rehber,B1,рехбер,"гид; проводник; путеводитель"
rekor,B1,рекор,"рекордный; запись"
rica etmek,B1,риджа этмек,"-ать; -еть"
risk,B1,риск,"риск; опасность"
romantik takılmak,B1,романтик такылмак,"(нет перевода)"
röportaj,B1,рёпортаж,"отчёт; доклад; интервью"
sahip,B1,сахип,"обладатель; владелец; он"
sakar,B1,сакар,"неловкий; неповоротливый; (яркий) огонь"
saklanmak,B1,сакланмак,"-ать; -еть; пассивный"
saklı,B1,саклы,"тайный; потайной"
samimiyet,B1,самимийет,"искренность; откровенность; дружелюбие"
sanık,B1,санык,"подозрительный; подозреваемый"
saptamak,B1,саптамак,"-ать; -еть"
sarsılmak,B1,сарсылмак,"пассивный; бездеятельный"
satır,B1,сатыр,"линия; прямая; тяга к поясу"
sayesinde,B1,сайесинде,"благодарю; спасибо"
saygın,B1,сайгын,"глубокоуважаемый; достопочтенный"
saymak,B1,саймак,"счёт; подсчёт; -ать"
sağlamak,B1,саламак,"-ать; -еть"
selamlık,B1,селамлык,"(нет перевода)"
seminer,B1,семинер,"группа; коллектив"
sevecenlik,B1,севедженлик,"(нет перевода)"
sezgi,B1,сезги,"(нет перевода)"
sigorta,B1,сигорта,"страховка; страхование; фитиль"
sinirlenmek,B1,синирленмек,"-ать; -еть"
sistem,B1,систем,"система"
SIVI,B1,сиви,"(нет перевода)"
siyaset,B1,сийасет,"политика"
slogan,B1,слоган,"девиз; лозунг"
soba,B1,соба,"печка; плитка"
sohbet,B1,сохбет,"разговор; беседа"
somut,B1,сомут,"осязаемый; ощутимый"
sorumlu,B1,сорумлу,"ответственный"
soy,B1,сой,"семейный; семья; происхождение"
soyut,B1,сойут,"неосязаемый; неуловимый"
strateji,B1,стратежи,"стратегия"
sönmek,B1,сёнмек,"-ать; -еть"
söz tutmak,B1,сёз тутмак,"(нет перевода)"
sülale,B1,сюлале,"династия; число строк; происхождение"
süngerli,B1,сюнгерли,"(нет перевода)"
sürekli,B1,сюрекли,"непрерывный; длительный; постоянно"
süreç,B1,сюреч,"процесс; развитие; континуация"
sürme,B1,сюрме,"вербальный; словесный; кайал"
sıkı fıkı olmak,B1,сыкы фыкы олмак,"(нет перевода)"
sıkıntı,B1,сыкынты,"умственный; хозяйственный; экономический"
sıkışmak,B1,сыкышмак,"-ать; -еть"
sırdaş,B1,сырдаш,"доверенное лицо; наперсник"
sıyrılmak,B1,сыйрылмак,"пассивный; бездеятельный; -ать"
sızdırmak,B1,сыздырмак,"(нет перевода)"
sızıntı,B1,сызынты,"(нет перевода)"
tablo,B1,табло,"живопись; картина; изображение"
tadım çıkarmak,B1,тадым чыкармак,"(нет перевода)"
talihsiz,B1,талихсиз,"недобрый; несчастливый"
tandır,B1,тандыр,"тандыр"
tansiyon,B1,тансийон,"напряжение; напряжённость; артериальное давление"
tanıdık,B1,таныдык,"знакомый; известный; знакомство"
tanım,B1,таным,"описание"
tanımlamak,B1,танымламак,"-ать; -еть"
tarife,B1,тарифе,"прайс-лист; прейскурант; цена"
tartışmak,B1,тартышмак,"-ать; -еть"
tarz,B1,тарз,"стиль; слог; тип"
tarçın,B1,тарчын,"коричный; корица"
tasarruf,B1,тасарруф,"использование; употребление; экономия"
tazelemek,B1,тазелемек,"-ать; -еть"
taşınma,B1,ташынма,"вербальный; словесный"
tebessüm,B1,тебессюм,"улыбка; усмешка"
tedavi,B1,тедави,"терапия; лечение; лекарство"
tedbir,B1,тедбир,"предосторожность; предусмотрительность"
tehlike,B1,техлике,"опасность; угроза; риск"
tekerleme,B1,текерлеме,"(нет перевода)"
tekne,B1,текне,"корыто; ванночка; лодка"
telaffuz,B1,телаффуз,"произношение; акцент"
telaşlanmak,B1,телашланмак,"-ать; -еть"
temel,B1,темел,"фундамент; молотый; грунт"
tempo,B1,темпо,"темп"
teori,B1,теори,"гипотеза; теория"
tercih etmek,B1,терджих этмек,"-ать; -еть"
tere,B1,тере,"кресс; кресс-салат; дательный"
tesadüf,B1,тесадюф,"совпадение"
tesisatçı,B1,тесисатчы,"водопроводчик; сантехник"
teslim etmek,B1,теслим этмек,"-ать; -еть"
tespit etmek,B1,теспит этмек,"-ать; -еть"
tiroit bezleri,B1,тироит безлери,"(нет перевода)"
toksin,B1,токсин,"(нет перевода)"
toplum,B1,топлум,"общество; социум; сообщество"
toptancı,B1,топтанджы,"оптовик"
tuhaf,B1,тухаф,"странный; необычный"
tura,B1,тура,"(нет перевода)"
tutanak,B1,тутанак,"свойственный; падающий; должностной"
tutsak,B1,тутсак,"заключённый; арестант; раб"
tüccar,B1,тюджджар,"купец; торговец"
tüketim,B1,тюкетим,"потребление; расход"
tüketmek,B1,тюкетмек,"-ать; -еть"
tıkanmak,B1,тыканмак,"пассивный; бездеятельный; -ать"
tıp,B1,тып,"лекарство; лекарственное средство"
ulaşmak,B1,улашмак,"-ать; -еть"
ulaşım,B1,улашым,"перевозка; переправка; передача"
unsur,B1,унсур,"крупица; элемент"
ustalık,B1,усталык,"владычество; власть"
usul,B1,усул,"система"
uyarlamak,B1,уйарламак,"(нет перевода)"
uygun görmek,B1,уйгун гёрмек,"(нет перевода)"
uyum,B1,уйум,"гармония; согласие; соответствие"
uyumlu,B1,уйумлу,"гармоничный; гармонический; совместимый"
uzaklaşmak,B1,узаклашмак,"-ать; -еть"
uzamak,B1,узамак,"-ать; -еть"
uzay,B1,узай,"открытый космос; космос; внешний"
uzman,B1,узман,"экспертный; знаток"
uğraş,B1,ураш,"(нет перевода)"
uğraşmak,B1,урашмак,"-ать; -еть"
uğur,B1,уур,"удача; везение"
vaaz vermek,B1,вааз вермек,"(нет перевода)"
vali,B1,вали,"губернатор; регулятор"
vali kebabı,B1,вали кебабы,"(нет перевода)"
vana,B1,вана,"вентиль; задвижка"
varlık,B1,варлык,"существование; бытие; благосостояние"
vefa,B1,вефа,"верность; лояльность"
vergi,B1,верги,"дань; налог"
veri,B1,вери,"данные; информация"
verimli,B1,веримли,"эффективный"
verimsiz,B1,веримсиз,"(нет перевода)"
vicdan meselesi,B1,видждан меселеси,"(нет перевода)"
virüs,B1,вирюс,"вирус; компьютерный вирус"
yadırgamak,B1,йадыргамак,"-ать; -еть"
yaklaşım,B1,йаклашым,"(нет перевода)"
yakından tanımak,B1,йакындан танымак,"(нет перевода)"
yakınlık,B1,йакынлык,"уединение; близость; влечение"
yansıtmak,B1,йансытмак,"каузатив; каузативный залог; -ать"
yapışık,B1,йапышык,"сплочённый; связанный; связный"
yaradılış,B1,йарадылыш,"альтернативный; альтернатива"
yaramak,B1,йарамак,"-ать; -еть"
yaratmak,B1,йаратмак,"-ать; -еть"
yaratıcılık,B1,йаратыджылык,"креативность; творческие способности"
yardımcı olmak,B1,йардымджы олмак,"-ать; -еть"
yargıç,B1,йаргыч,"судья; арбитр"
yayınevi,B1,йайыневи,"издательство"
yaşam koçu,B1,йашам кочу,"(нет перевода)"
yaşantı,B1,йашанты,"лайфстайл; образ жизни; жизнь"
yaşayış,B1,йашайыш,"(нет перевода)"
yedeklemek,B1,йедеклемек,"-ать; -еть"
yemek faslı,B1,йемек фаслы,"(нет перевода)"
yenik,B1,йеник,"(нет перевода)"
yenilemek,B1,йенилемек,"-ать; -еть"
yenilikçi,B1,йениликчи,"(нет перевода)"
yer almak,B1,йер алмак,"(нет перевода)"
yetenek,B1,йетенек,"умение; навык; одарённость"
yetişkin,B1,йетишкин,"добавиться; добавляться; расти"
yetkili,B1,йеткили,"власть; власти"
yeşim,B1,йешим,"жад; жадеит; синоним"
yitirmek,B1,йитирмек,"-ать; -еть"
yitmek,B1,йитмек,"-ать; -еть"
yokuş,B1,йокуш,"холм; возвышение"
yol açmak,B1,йол ачмак,"подготовить почву; проложить путь; вымостить"
yonca,B1,йонджа,"клевер; трилистник"
yorucu,B1,йоруджу,"скучный; утомительный"
yorumlamak,B1,йорумламак,"(нет перевода)"
yoğunlaşmak,B1,йоунлашмак,"-ать; -еть"
yuva,B1,йува,"гнездо; гнёздышко; домой"
yönetmek,B1,йёнетмек,"-ать; -еть"
yönlendirmek,B1,йёнлендирмек,"-ать; -еть"
yüceltmek,B1,йюджелтмек,"-ать; -еть"
yükseltmek,B1,йюкселтмек,"-ать; -еть"
yüreklendirmek,B1,йюреклендирмек,"-ать; -еть"
yüreği hop etmek,B1,йюрейи хоп этмек,"(нет перевода)"
yıpratmak,B1,йыпратмак,"-ать; -еть"
yığmak,B1,йымак,"-ать; -еть"
zafer,B1,зафер,"победа; виктория"
zahmet,B1,захмет,"беда; горе; труд"
zahmetli,B1,захметли,"(нет перевода)"
zam,B1,зам,"доплата; дополнительный сбор; рост"
zekâ,B1,зека,"ум; разум; интеллигентность"
zencefil,B1,зенджефил,"имбирный; рыжий"
zenginleşmek,B1,зенгинлешмек,"(нет перевода)"
zihin,B1,зихин,"ум; разум"
zorlamak,B1,зорламак,"-ать; -еть"
zorlaştırmak,B1,зорлаштырмак,"(нет перевода)"
zorluk,B1,зорлук,"твёрдость; трудность; затруднение"
Çag,B1,чаг,"(нет перевода)"
çalışan,B1,чалышан,"(нет перевода)"
çarpıcı,B1,чарпыджы,"(нет перевода)"
çekirge,B1,чекирге,"саранча; кузнечик"
çevre kirliliği,B1,чевре кирлилийи,"(нет перевода)"
çizelge,B1,чизелге,"линия; прямая; кайма"
çukur,B1,чукур,"карцер; подвал; полый"
çuvaldız,B1,чувалдыз,"(нет перевода)"
çürük,B1,чюрюк,"гнилой; тухлый; не"
çıkar,B1,чыкар,"преимущество; выгода; своекорыстие"
çıldırtmak,B1,чылдыртмак,"-ать; -еть"
öfkelenmek,B1,ёфкеленмек,"-ать; -еть"
ölçülü,B1,ёлчюлю,"(нет перевода)"
ölçüm,B1,ёлчюм,"измерение; обмер; оценка"
ölçüt,B1,ёлчют,"критерий; мерило"
ömür,B1,ёмюр,"жизнь; живот; что-то"
önlem,B1,ёнлем,"предосторожность; предусмотрительность"
örgüt,B1,ёргют,"организация; организованность"
özellik,B1,ёзеллик,"особенность"
özenli,B1,ёзенли,"попытка; проба; скрупулёзный"
özgü,B1,ёзгю,"необычный; особенный; характерный"
özgün,B1,ёзгюн,"первоначальный; исходный; единственный"
özgüven,B1,ёзгювен,"самонадеянность; самоуверенность; уверенность в своих силах"
özne,B1,ёзне,"подверженный; подлежащий"
öğe,B1,ёйе,"альтернативный; альтернатива"
öğretim,B1,ёйретим,"доктрина; учение"
öğün,B1,ёйюн,"еда; снедь"
ücra,B1,юджра,"отдалённый; удалённый"
ümit,B1,юмит,"Надя; Надежда"
üretken,B1,юреткен,"продуктивный; производительный"
üstünlük,B1,юстюнлюк,"превосходство; старшинство"
üstünlük kurmak,B1,юстюнлюк курмак,"(нет перевода)"
ıslak,B1,ыслак,"мокрый; дождливый"
ıssız,B1,ыссыз,"несчастный; осиротелый"
ısınmak,B1,ысынмак,"-ать; -еть"
ısıtma,B1,ысытма,"вербальный; словесный; малярия"
şart,B1,шарт,"положение; состояние"
şaşırtıcı,B1,шашыртыджы,"удивительный; дивный"
şefkat,B1,шефкат,"сострадание; сопереживание; жалость"
şerit,B1,шерит,"лента; кассета; полоска"
şifa,B1,шифа,"возврат; получение вновь"
şifayı kapmak,B1,шифайы капмак,"(нет перевода)"
şikayet etmek,B1,шикайет этмек,"ныть; жаловаться"
şikâyetçi,B1,шикайетчи,"недовольный; раздражённый; истец"
şofben,B1,шофбен,"водонагреватель; водоподогреватель; вода"
şömine,B1,шёмине,"камин; очаг"
afacan,B2,афаджан,"даровитый; искусный; пакостный"
akla karayı seçmek,B2,акла карайы сечмек,"(нет перевода)"
aktif,B2,актиф,"активный; деятельный; лучший"
aktör,B2,актёр,"актёр; актор"
akustik,B2,акустик,"акустика"
alarm,B2,аларм,"тревога; испуг; будильник"
aldanmak,B2,алданмак,"-ать; -еть"
aldatmak,B2,алдатмак,"-ать; -еть"
ambar,B2,амбар,"амбар; гумно; зернохранилище"
ameliyat,B2,амелийат,"действие; операция"
anatomi,B2,анатоми,"анатомия; анатомирование"
anlayışlı,B2,анлайышлы,"понимание; разумение"
anmak,B2,анмак,"-ать; -еть"
anten,B2,антен,"атмосферный; воздушный; антенна"
anıt mezar,B2,аныт мезар,"(нет перевода)"
aristokrat,B2,аристократ,"аристократ; аристократка"
aseton,B2,асетон,"ацетон"
askerî,B2,аскери,"воинский; военный"
asosyal,B2,асосйал,"(нет перевода)"
astrolog,B2,астролог,"астролог; звездочёт"
astronot,B2,астронот,"астронавт; астронавтка; космонавт"
asıl,B2,асыл,"первоначальный; исходный; истина"
atari,B2,атари,"(нет перевода)"
atasözü,B2,атасёзю,"пословица; поговорка"
atölye,B2,атёлйе,"цех; ателье"
atılganlık,B2,атылганлык,"(нет перевода)"
ayak uyduramamak,B2,айак уйдурамамак,"(нет перевода)"
ayak uydurmak,B2,айак уйдурмак,"-ать; -еть"
ayaklarına kara sular inmek,B2,айакларына кара сулар инмек,"(нет перевода)"
ayarlamak,B2,айарламак,"-ать; -еть"
aykırılık,B2,айкырылык,"(нет перевода)"
ayıklamak,B2,айыкламак,"-ать; -еть"
azar,B2,азар,"(нет перевода)"
azarlamak,B2,азарламак,"-ать; -еть"
azimli,B2,азимли,"ревностный; рьяный"
açacak,B2,ачаджак,"открывалка; открывашка; многоточие"
ağzına layık,B2,азына лайык,"(нет перевода)"
babet,B2,бабет,"(нет перевода)"
badana,B2,бадана,"известковый раствор; побелка"
bagaj ücreti,B2,багаж юджрети,"(нет перевода)"
bakteri,B2,бактери,"бактерия"
barındırmak,B2,барындырмак,"каузатив; каузативный залог"
barışçıl,B2,барышчыл,"мирный; спокойный"
basın,B2,басын,"Мидия; медиа; родительный"
bağlama,B2,балама,"вербальный; словесный; обязательный"
bağlanmak,B2,баланмак,"-ать; -еть"
bağımlı olmak,B2,баымлы олмак,"(нет перевода)"
Baş üstünde yerin var,B2,баш юстюнде йерин вар,"(нет перевода)"
başa çıkmak,B2,баша чыкмак,"-ать; -еть"
başına devlet kuşu konmak,B2,башына девлет кушу конмак,"(нет перевода)"
beceri,B2,беджери,"умение; навык"
bedensel,B2,беденсел,"материальный; телесный"
bellek,B2,беллек,"память; воспоминание; материальный"
benek,B2,бенек,"точка; дот; веснушка"
berabere kalmak,B2,берабере калмак,"(нет перевода)"
berber,B2,бербер,"цирюльник; цирюльница"
beyaz peynir gibi olmak,B2,бейаз пейнир гиби олмак,"(нет перевода)"
bilezik,B2,билезик,"браслет"
bilim adamı,B2,билим адамы,"учёный"
bilim dalı,B2,билим далы,"(нет перевода)"
birbirine girmek,B2,бирбирине гирмек,"-ать; -еть"
bitkin,B2,биткин,"изнурённый; истощённый"
blog,B2,блог,"блог"
bluz,B2,блуз,"блуза; блузка"
boynuz,B2,бойнуз,"рог; рожок; олений рог"
boğa,B2,боа,"булла; бык; Телец"
boğmak,B2,бомак,"-ать; -еть"
bronz,B2,бронз,"(нет перевода)"
buhar,B2,бухар,"пар; сила"
bukle,B2,букле,"завиток; кудряшка"
bulanık,B2,буланык,"размытый; расплывчатый; неопределённый"
burun buruna gelmek,B2,бурун буруна гелмек,"(нет перевода)"
buruşuk,B2,бурушук,"(нет перевода)"
butik,B2,бутик,"(нет перевода)"
büyümüş de küçülmüş,B2,бюйюмюш де кючюлмюш,"(нет перевода)"
canavar,B2,джанавар,"чудовищный; монстр; волк"
canı çıkmak,B2,джаны чыкмак,"-ать; -еть"
canına tak etmek,B2,джанына так этмек,"(нет перевода)"
Cehennem ol,B2,джехеннем ол,"(нет перевода)"
cenaze,B2,дженазе,"похороны; погребение; труп"
cihaz,B2,джихаз,"аппарат; аппаратура; гаджет"
cilasız,B2,джиласыз,"(нет перевода)"
cinayet,B2,джинайет,"убийство; мокрое дело; серьёзный"
cızırdamak,B2,джызырдамак,"(нет перевода)"
daldırmak,B2,далдырмак,"-ать; -еть"
damgasını vurmak,B2,дамгасыны вурмак,"(нет перевода)"
dava,B2,дава,"комбинезон; костюм"
dayanıklı,B2,дайаныклы,"(нет перевода)"
defile,B2,дефиле,"(нет перевода)"
dem,B2,дем,"роса; росинка; вздох"
demir yolu,B2,демир йолу,"железнодорожный путь; колея"
dengeleyici,B2,денгелейиджи,"(нет перевода)"
dengeli beslenmek,B2,денгели бесленмек,"(нет перевода)"
denizatı,B2,денизаты,"море"
deri,B2,дери,"кожаный; кожа; шкура"
destan,B2,дестан,"(нет перевода)"
dev,B2,дев,"гигантский; огромный; колосс"
dili tutulmak,B2,дили тутулмак,"(нет перевода)"
dillere destan,B2,диллере дестан,"(нет перевода)"
dip,B2,дип,"дно; низ; основание"
direksiyon kırmak,B2,дирексийон кырмак,"(нет перевода)"
dokunmatik,B2,докунматик,"(нет перевода)"
dolay,B2,долай,"(нет перевода)"
doruk,B2,дорук,"горная вершина; зенит; кульминация"
doğal harika,B2,доал харика,"(нет перевода)"
dramatik,B2,драматик,"(нет перевода)"
dul,B2,дул,"вдова; вдовица; разведённый"
duvar örmek,B2,дувар ёрмек,"(нет перевода)"
duygusal zekâ,B2,дуйгусал зека,"(нет перевода)"
dökümlü,B2,дёкюмлю,"(нет перевода)"
döviz bürosu,B2,дёвиз бюросу,"(нет перевода)"
dövünmek,B2,дёвюнмек,"(нет перевода)"
düş,B2,дюш,"сон; грёза; Надя"
düşünsel,B2,дюшюнсел,"интеллектуальный; умственный"
edepli,B2,эдепли,"(нет перевода)"
ekonomist,B2,экономист,"экономист; экономистка"
ekose,B2,экосе,"(нет перевода)"
elde etmek,B2,элде этмек,"-ать; -еть"
elçi,B2,элчи,"посол; делегат; делегатка"
enli,B2,энли,"(нет перевода)"
epey,B2,эпей,"миленький; милый"
erkeksi,B2,эркекси,"вирильный; мужественный"
ertelemek,B2,эртелемек,"-ать; -еть"
esas,B2,эсас,"основание; учреждение; сущность"
eser kalmamak,B2,эсер калмамак,"(нет перевода)"
esinti,B2,эсинти,"мягкий; слабый"
eskimo,B2,эскимо,"(нет перевода)"
estetik,B2,эстетик,"эстетика; эстетический; эстетичный"
etnografya,B2,этнографйа,"(нет перевода)"
evlat edinmek,B2,эвлат эдинмек,"(нет перевода)"
eğilim,B2,эйилим,"тенденция; склонность"
eşlik etmek,B2,эшлик этмек,"сопроводить; сопровождать; -ать"
faturasız,B2,фатурасыз,"(нет перевода)"
fayton,B2,файтон,"гужевой; конный"
fener,B2,фенер,"фонарь; лампа; лампочка"
ferahlık,B2,ферахлык,"(нет перевода)"
fevkalade,B2,февкаладе,"экстраординарный; чрезвычайный"
fevkalâde,B2,февкаладе,"(нет перевода)"
fokurdamak,B2,фокурдамак,"-ать; -еть"
folklorik,B2,фолклорик,"(нет перевода)"
fon,B2,фон,"(нет перевода)"
fuar,B2,фуар,"красивый; прекрасный"
fısıldamak,B2,фысылдамак,"-ать; -еть"
gabardin,B2,габардин,"(нет перевода)"
galon,B2,галон,"галлон"
gar,B2,гар,"дислокация; местоположение"
garanti altına almak,B2,гаранти алтына алмак,"(нет перевода)"
gayret,B2,гайрет,"усилие; потуга"
gelir düzeyi,B2,гелир дюзейи,"(нет перевода)"
genel kültür,B2,генел кюлтюр,"общие знания; общий; всеобщий"
geride bırakmak,B2,гериде быракмак,"(нет перевода)"
geride kalmak,B2,гериде калмак,"(нет перевода)"
gerisinde kalmak,B2,герисинде калмак,"(нет перевода)"
gezegen,B2,гезеген,"планета"
geçişli,B2,гечишли,"переходный"
geçişsiz,B2,гечишсиз,"непереходный"
giyinip kuşanmak,B2,гийинип кушанмак,"(нет перевода)"
göbeği çatlamak,B2,гёбейи чатламак,"(нет перевода)"
gönlü ferman dinlememek,B2,гёнлю ферман динлемемек,"(нет перевода)"
gönlünü hoş tutmak,B2,гёнлюню хош тутмак,"(нет перевода)"
gösterge,B2,гёстерге,"(нет перевода)"
gösterisi,B2,гёстериси,"(нет перевода)"
gösterişli,B2,гёстеришли,"воображение; мечта"
göz kamaştırmak,B2,гёз камаштырмак,"(нет перевода)"
gözde,B2,гёзде,"единственный; единичный; излюбленный"
göze çarpmak,B2,гёзе чарпмак,"-ать; -еть"
gözlem,B2,гёзлем,"наблюдение; замечание"
güdülenme,B2,гюдюленме,"мотивация"
gülünç,B2,гюлюнч,"смехотворный; смешной"
güneş kremi,B2,гюнеш креми,"солнцезащитный крем; крем от загара"
haberleşme,B2,хаберлешме,"вербальный; словесный"
hac,B2,хадж,"(нет перевода)"
hacca gitmek,B2,хаджджа гитмек,"(нет перевода)"
hacı,B2,хаджы,"(нет перевода)"
hafıza,B2,хафыза,"память; воспоминание"
hakem,B2,хакем,"кто-то; кое-кто; ампайр"
hamal,B2,хамал,"грузчик; носильщик"
harikulade,B2,харикуладе,"изумительный; удивительный"
harikulâde,B2,харикуладе,"(нет перевода)"
hasır,B2,хасыр,"коврик; мат; стальной"
havalı,B2,хавалы,"прохладный; холодноватый"
hayal kırıklığı,B2,хайал кырыклыы,"разочарование; неприятность"
haysiyet,B2,хайсийет,"достоинство; должность"
haz,B2,хаз,"веселье; радость; аббревиация"
haşır neşir olmak,B2,хашыр нешир олмак,"(нет перевода)"
heves,B2,хевес,"кратковременный"
heykel,B2,хейкел,"статуя; изваяние; скульптура"
hile,B2,хиле,"обман; лживость"
hörgüç,B2,хёргюч,"холм; бугор"
hızına yetişememek,B2,хызына йетишемемек,"(нет перевода)"
ikon,B2,икон,"(нет перевода)"
ileti,B2,илети,"сообщение; СМС"
ima,B2,има,"подсказка; наводка; намёк"
imaj,B2,имаж,"изображение; облик"
imaj yaratmak,B2,имаж йаратмак,"(нет перевода)"
imdadına yetişmek,B2,имдадына йетишмек,"(нет перевода)"
internet sitesi,B2,интернет ситеси,"(нет перевода)"
inziva,B2,инзива,"уединение"
